city,description,href,id,salary,title
"Бровари, вулиця Олега Онікієнка.
                        2,5 км від центру · 
                                    На мапі","Складской комплекс Сети магазинов «Eva» проводит подбор кандидатов на должность ВОДИТЕЛЯ ПОГРУЗЧИКА (карщика) в интернет магазинТребования:мужчины в возрасте 20−45 летответственное отношение к работеотсутствие вредных привычекналичие удостоверения для работы на погрузчикепрактический опыт работы на погрузчике не менее 1 годаФункции:выгрузка транспортаразмещение товара в стеллажах по заданиюперемещение поддонов с товаромзагрузка транспортаВсе виды работ выполняются с учетом радиотерминала (сканера). Обучение работе со сканером проводится на месте.График работы:2 день/2/ ночь 2 домаБесплатная доставка транспортом предприятия в дневные и ночные смены:г.Остер — с. Люберчанинов — с. Кошаны — с. Одинцы — с. Скрипчин — с. Козелец — с.Гарбузин — с.Сыраи — с. Озерное — с.Калита — с.Семиполки — с.Богдановка — с.Велика Дымерка — с. Скибин.Записаться на собеседование и получить более подробную информацию о вакансии можно по телефону: Показати телефон,Показати телефон ИлонаБудем рады Вашему звонку и рассмотрим ВСЕХ кандидатов!",/jobs/3955220/,3955220,14 000 – 16 000 грн,Водитель погрузчика
"Київ, вулиця Братська, 14.
                        1,5 км від центру · 
                                    На мапі","Wise Bridge — международная компания, которая работает на рынке инвестиций.В нашу компанию ожидаем Customer Support representative со знанием португальского/испанского языка. Если у Вас нет опыта работы в данной сфере, компания предоставит Вам оплачиваемый тренинг, всему обучаем с нуля.Работа только в офисе, не удаленно!Требования:Знание португальского/испанского языка (уровень В2-С1);Знание Английского В1-В2Продвинутый пользователь ПК, желательно наличие навыков администрирования Windows; Возраст 18−35 лет;Желание работать и стремиться к развитию в данной сфере;Грамотное и быстрое построение предложений без потери качества переписки.Условия работы:Ставка 700−800$ + бонусы с 3 месяцаОфициальное трудоустройство со всем соц пакетом (оплачиваемый больничный и отпуск);Комфортабельный офис в пешей доступности от метро Контрактовая площадь (3 мин).График работы: пн-пт 5/214−23:00 / 23−8:00 без переработокОбязанности:Поддержка пользователей в режиме входящих чатов;Идентификация мотива обращения клиента;Анализ проблем возникающих у пользователя и поиск вариантов решения проблемы;Коммуникация с другими подразделениями компании и формирование отчетности для соответствующих отделов;Звони/пиши: HR ИзабеллаПоказати телефон",/jobs/4597220/,4597220,18 700 – 23 000 грн,"Customer support representative (Portuguese, Spanish)"
Київ,"Требуется менеджер по продажам (продавец-консультант) в интернет магазин kievteplo.in.ua., kievteplo.kiev.ua.Без холодных, теплых, горячих звонков. Только входящие звонки!Требования:Девушка, 25−40 летопыт работы в продажах от 2 лет;уверенный пользователь пк;грамотно поставленная речь и приятный голос;пунктуальность.Обязанности: прием входящих звонков;поддержка существующих клиентов по телефону;общение в мессенджерах;подготовка коммерческих предложений;контроль оплат;распределение заказов;упаковка товара и отправка новой почтойУсловия работы: Район работы 5 мин. от м. ЛукьяновскаяЗаработная плата от 20 000 до 45 000 грнГрафик с 09:00 до 19:00, пн-пт.Подробнее по телефону- Показати телефон Михаил",/jobs/4597183/,4597183,20 000 – 45 000 грн,"Менеджер по продажам, продавец-консультант в интернет-магазин"
"Київ, вулиця Хрещатик, 22.
                        0,1 км від центру · 
                                    На мапі","Один з найбільших роботодавців компанія «Укрпошта» запрошує до своєї команди спеціаліста на посаду «Начальника відділу розвитку мережі» Ми очікуємо від вас:Вища освіта;Знання критеріїв оцінки розміщення локацій в межах населених пунктів, основ проектного менеджменту, технічних вимог щодо комерційних об'єктів нерухомого майна,Знання вимог до документів, що підтверджують право власності на об'єкти нерухомого майна і технічної документації, Вміння комплексно підходити до розвитку мережі системних компаній, навики координації підрозділів компанії та підрядників в процесі відкриття відділень;Вміння аналізувати інформацію щодо нових об'єктів торгової нерухомості, розуміння економіки орендодавців та вміння проведення переговорів, збору та аналізу документації на приміщення, підготовки інформації для прийняття управлінських рішень, вміння оптимізувати використання площ комерційних об'єктів нерухомості, навики презентацій та побудови ефективної комунікації з партнерами та колегамиДосвід відкриття торгових об'єктів від пошуку до запуску, досвід структуризації даних і написання технічних завдань Навички роботи з великими обсягами неструктурованої інформації та вміння трансформувати її у чіткі вимогиВпевнений користувач ПК MS Office.Відповідальність, системний підхід, аналітичний склад розумуЗавдання для вас:Координація пошуку локацій для відкриття/переміщення відділень поштового зв’язку в філіях компаній;підготовка матеріалів для погодження відкриття / переміщення відділень поштового зв’язку в філіях компаній;координація та контроль підрозділів компанії в процесі підготовки локації до запуску;контроль термінів проведення тендерів і виконання закупівель по ключовим позиціям;контроль виконання планів з продажів відділеннями, що відкриті, розробка та реалізація дій, спрямованих на збільшення обсягів продажу новими відділеннями;оптимізація використання площ відділень поштового зв’язку для більш ефективного розміщення співробітників і мінімізації витрат на утримання приміщень.Ми пропонуємо:Можливість здобути досвід роботи в державній компанії, яка активно розвивається.Перспективу професійного та кар'єрного зростання. Працевлаштування згідно з КЗпП України.Стабільну та конкурентну оплату праці. Креативний та дружній колектив професіоналів, об'єднаних спільною метою впровадження якісних та емоційних змін у наймасштабніший компанії України.Якщо Ви також бажаєте долучитись до сильної команди, яка впроваджує важливі зміни в найбільшій компанії України — надсилайте резюме із зазначенням бажаного рівня доходу.",/jobs/4306866/,4306866,,Начальник відділу розвитку мережі
Київ,"Аутсорсинговая компания ABCompany, в связи с открытием новых офисов по Киеву приглашает всех амбициозных и обаятельных молодых людей присоединится к нам! Наша компания успешно разрабатывает новые и креативные подходы к реализации бизнес-проектов наших партнеров уже много лет! Мы знаем как и мы научим вас!Мы ищем менеджеров по продажам близких по духу и целям ребят, которые не испугаются трудностей и вместе с нами будут завоевывать этот мир! Мы ждем в свою команду позитивных, интересных и умных людей, которые будут фонтанировать идеями, как сделать наш бизнес еще круче и прибыльнее! И мы готовы награждать и хвалить таких сотрудников каждый час, каждый день! Мы дадим каждому, кто придет к нам с горящим взглядом возможность поработать с професcионалами своего дела, почерпнуть все от лучших лидеров продаж этого города! Приходи и убедись сам!Что мы предлагаем?Работа в офисе;Фиксированная зп +% от продаж;Обучение;- ЗП от 20 000, пределов нет;Рабочий график 5/2 с 10.00−19.00Что нам от вас нужно:Внутренняя мотивация! Прежде чем придёте к нам-подумай зачем тебе нужна работа в принципе. Если тебе просто скучно дома — то эта работа не для тебя.Ты умеешь грамотно излагать свои мысли? Супер, ты на полпути к успеху!Самоорганизованность! Дисциплина есть, но мы не будем бегать за тобой по пятам, проверяя на что ты тратишь рабочее время! Прежде всего это твое время и твои деньги!Если ты сможешь объяснить нашей девушке-рекрутеру принцип аэродинамики, то, пожалуй, ты сможешь и клиенту объяснить все, что угодно! Приходи-попробуй:)Как мы наградим?Интересные клиенты. Да, у нас даже у клиентов есть чему поучится!Сделаем запись в трудовой книжечке.Если ты вдруг так увлечешься работой, что не заметишь как наступила ночь-будет не страшно идти домой, ведь мы находимся в одном из самых безопасных центровых районов столицы!:)Ну и конечно, наша гордость-это наша атмосфера! Тут тебя примут с улыбкой, начиная от охранника и заканчивая шефом! Потому что атмосфера наше все!:)Приходи рвать конкурентов с нами, приходи удивлять и богатеть! Ждем вас, уважаемые продажники всех мастей, отправляйте резюме с парой строчек дополнений в стиле «why me?»",/jobs/4505191/,4505191,25 000 – 30 000 грн,Менеджер по продажам
"Дніпро, вулиця Орловська, 21.
                        4,1 км від центру · 
                                    На мапі","Предлагаем работу в компании Bolt, на новых автомобилях SKODA SKALA 2020, SKODA RAPID 2017, 1.6 автомат (климат контроль) + интеллектуальная система дорожной безопасности, Ranault Logan 2020 1.0 мт на газу, New Peugeot 301 2021 1.6. МТ на газу. У нас большой автопарк новых автомобилей в Днепре!Внимание!Только у нас в Днепре, автомобили оснащены специальными защитными перегородками, между водителем и пассажиром, которые исключают угрозу инфицирования. Также все наши автомобили проходят ежедневную дезинфекцию, а нашим водителям выдаются антисептики!Требования:Опыт работы в такси или службе доставки — приветствуется;Возраст от 21 года; Наявность водительского удостоверения;Водительский стаж от 2 лет; Аккуратное вождение;Пунктуальность;Дисциплинированность;Вежливость;Ответственность;Презентабельный внешний вид;Уход за авто, поддержание его в чистоте.Обязанности:Пассажирские перевозки в пределах города Днепр. Мы предлагаем:Работая с нами вы получаете следующие эксклюзивные возможности:Уровень заработка до 25,000 в месяц — (60% водителю от кассы + бонус до 4000 грн в месяц за количество поездок);Возможность выезда без залога на заправленном авто;Возможность ежедневного заработка;Возможность работать одному на авто без пересменок;Авто в персональном пользовании — 30 км/день.Никакого ожидания заказов и простоев:Предоставляем 30+ заказов за смену:Работа по приложению — никаких диспетчеров, начальное знание Днепра не требуется, маршрут по навигатору.Выезд на работу через час после собеседования:Качественное вводное обучение;Экспертная техподдержка;За вами закрепляется опытный менеджер — наставник;Работу на комфортном и застрахованном авто: SKODA SKALA 2020 1.6 МТ на газу;New Renault Logan 2020 MT на Газу;SKODA RAPID 2017, 1.6 автомат на Газу;New Peugeot 301 2021 1.6. МТ на газу;СобственноеСТО с профессиональными механиками:Бесплатный ремонт авто в случае поломки;Бесплатный шиномонтаж;Быстрая и бесплатная замена авто с случае поломки в течении 30 минут;Гибкий график работы — подстроимся под ваши пожелания:Сутки/СуткиДень/НочьПерсональщик — (работа 6/7 дней в неделю).Мы находимся на улице Орловская 21 — Е. Начинайте работать и зарабатывать уже сегодня в официальном автопарке Bolt!!!!!! Также подписывайтесь на Телеграмм — канал компании — https://t.me/jobinboltЗдесь много интересного и полезного!!!Обращатся:Офис/Парк, Показати телефон",/jobs/3945576/,3945576,20 000 – 25 000 грн,"Водитель в такси на авто компании (Bolt, Uber, Uklon)"
"Одеса, вулиця Балківська, 54.
                        1,4 км від центру · 
                                    На мапі","Предлагаем работу в компании Bolt, на новых автомобилях SKODA SKALA 2020, SKODA RAPID 2017, 1.6 автомат (климат контроль) + интеллектуальная система дорожной безопасности, Ranault Logan 2020 1.0 мт на газу, New Peugeot 301 2021 1.6. МТ на газу. У нас самый большой автопарк новых автомобилей автопарк в Одессе!Внимание!!!Только у нас в Одессе, автомобили оснащены специальными защитными перегородками, между водителем и пассажиром, которые исключают угрозу инфицирования. Также все наши автомобили проходят ежедневную дезинфекцию, а нашим водителям выдаются антисептики!!!Требования:Опыт работы в такси или службе доставки — приветствуется;Возраст от 21 года; Наявность водительского удостоверения;Водительский стаж от 2 лет; Аккуратное вождение;Пунктуальность;Дисциплинированность;Вежливость;Ответственность;Презентабельный внешний вид;Уход за авто, поддержание его в чистоте.Обязанности:Пассажирские перевозки в пределах города Одесса. Мы предлагаем:Работая с нами вы получаете следующие эксклюзивные возможности:Уровень заработка до 25,000 в месяц — (60% водителю от кассы + бонус до 4000 грн в месяц за количество поездок);Возможность выезда без залога на заправленном авто;Возможность ежедневного заработка;Возможность работать одному на авто без пересменок;Авто в персональном пользовании — 30 км/день.Никакого ожидания заказов и простоев:Предоставляем 30+ заказов за смену:Работа по приложению — никаких диспетчеров, начальное знание Одессы не требуется, маршрут по навигатору.Выезд на работу через час после собеседования:Качественное вводное обучение;Экспертная техподдержка;За вами закрепляется опытный менеджер — наставник;Работу на комфортном и застрахованном авто: New Peugeot 301 2021 1.6. МТ на газу;SKODA SKALA 2020 1.6 МТ на газу;New Renault Logan 2020 MT на Газу;SKODA RAPID 2017, 1.6 автомат на Газу;СобственноеСТО с профессиональными механиками:Бесплатный ремонт авто в случае поломки;Бесплатный шиномонтаж;Быстрая и бесплатная замена авто с случае поломки в течении 30 минут;Гибкий график работы — подстроимся под ваши пожелания:Сутки/СуткиДень/НочьПерсональщик — (работа 6/7 дней в неделю).Мы находимся на улице Балковская 50/54. Начинайте работать и зарабатывать уже сегодня в официальном автопарке Bolt!!!!!! Также подписывайтесь на Телеграмм — канал компании — https://t.me/jobinboltЗдесь много интересного и полезного!!!Обращатся:Офис/Парк, Показати телефон",/jobs/3781980/,3781980,20 000 – 25 000 грн,Водитель такси на авто компании (Bolt)
"Львів, вулиця Сяйво, 12.
                        3,7 км від центру · 
                                    На мапі","Предлагаем работу в компании Bolt, на новых автомобилях Ranault Logan 2020 1.0 мт на газу, New Peugeot 301 2021 1.6. МТ на газу.У нас самый большой автопарк новых авто во Львове.Внимание!!!Только у нас во Львове, автомобили оснащены специальными защитными перегородками, между водителем и пассажиром, которые исключают угрозу инфицирования!!! Также все наши автомобили проходят ежедневную дезинфекцию, а нашим водителям выдаются антисептики!!!Требования:Опыт работы в такси или службе доставки — приветствуется;Возраст от 21 года; Наявность водительского удостоверения;Водительский стаж от 2 лет; Аккуратное вождение;Пунктуальность;Дисциплинированность;Вежливость;Ответственность;Презентабельный внешний вид;Уход за авто, поддержание его в чистоте.Обязанности:Пассажирские перевозки в пределах города Львова. Мы предлагаем:Работая с нами вы получаете следующие эксклюзивные возможности:Уровень заработка до 25,000 в месяц — (65% водителю от кассы + бонус до 4000 грн в месяц за количество поездок);Возможность выезда без залога на заправленном авто;Возможность ежедневного заработка;Возможность работать одному на авто без пересменок;Авто в персональном пользовании — 30 км/день.Никакого ожидания заказов и простоев:Предоставляем 30+ заказов за смену:Работа по приложению — никаких диспетчеров, начальное знание Львова не требуется, маршрут по навигатору.Выезд на работу через час после собеседования:Качественное вводное обучение;Экспертная техподдержка;За вами закрепляется опытный менеджер — наставник;Работу на комфортном и застрахованном авто: New Renault Logan 2020 MT на Газу;New Peugeot 301 2021 1.6. МТ на газу;СобственноеСТО с профессиональными механиками:Бесплатный ремонт авто в случае поломки;Бесплатный шиномонтаж;Быстрая и бесплатная замена авто с случае поломки в течении 30 минут;Гибкий график работы — подстроимся под ваши пожелания:Сутки/СуткиДень/НочьПерсональщик — (работа 6/7 дней в неделю).Мы находимся на улице Сяйво 12. Начинайте работать и зарабатывать уже сегодня в официальном автопарке Bolt!!!!!! Также подписывайтесь на Телеграмм — канал компании — https://t.me/jobinboltЗдесь много интересного и полезного!!!Обращатся:Офис/Парк, Показати телефон",/jobs/3773072/,3773072,20 000 – 25 000 грн,"Водитель в такси на авто компании (Bolt, Uber, Uklon)"
"Харків, вулиця Академіка Павлова, 271.
                        6,5 км від центру · 
                                    На мапі","Предлагаем работу в компании Bolt/Уклон, на новых автомобилях SKODA SKALA 2020, SKODA RAPID 2017, 1.6 автомат (климат контроль) + интеллектуальная система дорожной безопасности, Ranault Logan 2020 1.0 мт на газу, New Peugeot 301 2021 1.6. МТ на газу.Самый большой автопарк новых авто в Харькове. Внимание!!!Только у нас в Харькове, автомобили оснащены специальными защитными перегородками, между водителем и пассажиром, которые исключают угрозу инфицирования. Также все наши автомобили проходят ежедневную дезинфекцию, а нашим водителям выдаются антисептики!!!Требования:Опыт работы в такси или службе доставки — приветствуется;Возраст от 21 года; Наявность водительского удостоверения;Водительский стаж от 2 лет; Аккуратное вождение;Пунктуальность;Дисциплинированность;Вежливость;Ответственность;Презентабельный внешний вид;Уход за авто, поддержание его в чистоте.Обязанности:Пассажирские перевозки в пределах города Харькова. Мы предлагаем:Работая с нами вы получаете следующие эксклюзивные возможности:Уровень заработка до 25,000 в месяц — (60% водителю от кассы + бонус до 4000 грн в месяц за количество поездок);Возможность выезда без залога на заправленном авто;Возможность ежедневного заработка;Возможность работать одному на авто без пересменок;Авто в персональном пользовании — 30 км/день.Никакого ожидания заказов и простоев:Предоставляем 30+ заказов за смену:Работа по приложению — никаких диспетчеров, начальное знание Харькова не требуется, маршрут по навигатору.Выезд на работу через час после собеседования:Качественное вводное обучение;Экспертная техподдержка;За вами закрепляется опытный менеджер — наставник;Работу на комфортном и застрахованном авто:SKODA SKALA 2020 1.6 МТ на газу;SKODA RAPID 2017, 1.6 автомат на Газу;New Renault Logan 2020 MT на Газу; New Peugeot 301 2021 1.6. МТ на газу;Собственное СТО с профессиональными механиками:Бесплатный ремонт авто в случае поломки;Бесплатный шиномонтаж;Быстрая и бесплатная замена авто с случае поломки в течении 30 минут;Гибкий график работы — подстроимся под ваши пожелания:Сутки/СуткиДень/НочьПерсональщик — (работа 6/7 дней в неделю).Начинайте работать и зарабатывать уже сегодня в официальном автопарке Bolt!!! Мы находимся на улице академика Павлова 271. !!! Также подписывайтесь на Телеграмм — канал компании — https://t.me/jobinboltЗдесь много интересного и полезного!!!Обращатся:Офис/Парк, Показати телефон",/jobs/3741645/,3741645,20 000 – 25 000 грн,"Водитель в такси на авто компании (Bolt, Uklon)"
"Київ, вулиця Сумська, 1.
                        6,5 км від центру · 
                                    На мапі","Официальный автопарк Компании Bolt предлагает работу, на новых автомобилях SKODA SKALA 2020 1.6., Hyundai Accent 2021 1.6. МТ — на газу. + Большой выбор авто на автомате.!35000 грн. 75% водителю от кассы + бонус до 3500 грн в неделю за количество поездок!  Очень Важно! Заработок водителя увеличен на 30% — огромное количество заказов — зарабатывайте от 1500 грн чистого дохода за смену, до 9000 чистого дохода в неделю! Только у нас.ЛУЧШИЕ УСЛОВИЯ ПО ВЫКУПУ АВТО НА РЫНКЕ — получай 50% от кассы одновременно становясь владельцем авто на котором работаешь. Вкладывай в своё будущее достойно зарабатывая и становясь собственником авто уже сегодня!!! Требования:Опыт работы в такси или службе доставки — приветствуется;Возраст от 21 года; Наявность водительского удостоверения;Водительский стаж от 2 лет; Аккуратное вождение;Пунктуальность;Дисциплинированность;Вежливость;Ответственность;Презентабельный внешний вид;Уход за авто, поддержание его в чистоте.Обязанности:Пассажирские перевозки в пределах города Киева. Работая с нами вы получаете следующие эксклюзивные возможности:Уровень заработка до 35,000 в месяц — (75% водителю от кассы + бонус до 3500 грн в неделю за количество поездок);Возможность выезда без залога на заправленном авто;Возможность ежедневного заработка;Возможность работать одному на авто без пересменок;Авто в персональном пользовании — 50 км/день.Никакого ожидания заказов и простоев:Предоставляем 30+ заказов за смену:Работа по приложению — никаких диспетчеров, начальное знание Киева не требуется, маршрут по навигатору.Выезд на работу через час после собеседования:Качественное вводное обучение;Экспертная техподдержка;За вами закрепляется опытный менеджер — наставник;Для иногородних предоставляем бесплатное жилье.Работу на комфортном и застрахованном авто:New SKODA SKALA 2020 1.6 МТ на Газу;New Peugeot 301 2021 1.6. МТ на газу;New Hyundai Accent 2021 1.6. МТ на газу.Собственное СТО с профессиональными механиками:Бесплатный ремонт авто в случае поломки;Бесплатный шиномонтаж;Быстрая и бесплатная замена авто с случае поломки в течении 30 минут;Бесплатная мойка самообслуживания на базе автопарка;Гибкий график работы — подстроимся под ваши пожелания:Сутки/СуткиДень/НочьПерсональщик — (работа 6/7 дней в неделю).Мы находимся на м. Васильковская ул. Сумская 1 (100 м от метро).Начинайте работать и зарабатывать уже сегодня в официальном автопарке Bolt!Внимание!Только у нас в Киеве, автомобили оснащены специальными защитными перегородками, между водителем и пассажиром, которые исключают угрозу инфицирования. Также все наши автомобили проходят ежедневную дезинфекцию, а нашим водителям выдаются антисептики! !!! Также подписывайтесь на Телеграмм — канал компании — https://t.me/jobinboltЗдесь много интересного и полезного!!!Обращатся:Офис/Парк, Показати телефон",/jobs/4445465/,4445465,25 000 – 35 000 грн,Водитель в такси на авто компании (Bolt)
Київ,"JOB DESCRIPTIONMurka is looking for a MiddleQA Automation Engineer (Python) for our team in the Dnipro or Kyiv office (remote is also possible). We want you to become a valuable part of the new fast-growing project of the company.Join us and help to build an innovative, successful, world-famous project.RESPONSIBILITIES Participation in the design and development of an in-house automation frameworkTest planning and execution reportingParticipation in release-planning activitiesWork closely with product teams and stakeholders to gather requirements and automate QA processesREQUIREMENTS 2+ years of experience in Software TestingStrong experience with Automation Testing in PythonExperience with Python 3Knowledge of CI/CD environment (we use GitLab CI)Understanding of the Client-Server Architecture and Content Delivery NetworkUnderstanding principles of Object-Oriented ProgrammingUnderstanding of the Development Processes and Software Life CycleUnderstanding of SQL and NoSQLUnderstanding of VCS (Git)Understanding of third-party APIs and various data formats like XML/JSONGood communication skillsAt least an Intermediate level of EnglishNICE TO HAVE: experience with Docker, MongoDB and GitLab CI YOU’LL GET: Competitive salary and performance-based reviewsGuaranteed paid vacations, main national holidays, and sick leavesEmployment benefits, such as partial compensation of sports and English lessons; medical insurance; bonuses on the occasion of marriage; «baby bonuses», and protection of workers with family responsibilitiesComfortable centrally located offices with snacks and weekly fun activitiesOpportunity for professional growth: attending training programs, certifications, and conferencesCorporate celebrations and team buildingsMurka is a socially responsible company, so we actively take part in charity events and promote an ecological style of living (sorting of plastic, «sharing goods», etc.). ",/jobs/4545114/,4545114,,Middle QA Automation Engineer (Python)
"Київ, вулиця Тургенєвська, 55А.
                        2,4 км від центру · 
                                    На мапі","Провідна міжнародна компанія з доставки авто COLUMB TRADE, офіційний представник CargoLoop, член європейської бізнес асоціації ЕВА. COLUMB TRADE — це корабель, на палубі якого більше 200 співробітників, готових відкрити світ американських та європейских аукціонів, а також зробити авторинок доступним для кожного. 10 офісів в Україні, а також є представництва в Мінську, Республіка Білорусь; у Варшаві, Польща.COLUMB TRADE — це команда драйву і креативу, ми як єдине ціле, де важливий кожен співробітник і важлива кожна думка, без винятків. Ми будемо раді бачити в нашій команді співробітника, заточеного на результат. У свою чергу, ми даємо можливість реалізувати наявні навички і знання, а також придбати нові, які допоможуть підвищити тобі професійний рівень і, відповідно, твою цінність. ПОТРІБНІ ЕФЕКТИВНІ МЕНЕДЖЕРИ З ПРОДАЖІВ!Ми привеземо твою американську мрію і не тільки ;)Наш ідеальний кандидат:має досвід роботи з продажу авто із Європи; позитивно налаштований, якщо ти токсичний, будь ласка, не подавай свого резюме, наша команда — це сім'я у якій загальна мета!активний;комунікабельний;клієнтоорієнтований;швидко навчаєшся;стресостійкий;завжди уважно ставишся до свого зовнішнього виду- ти обличчя нашої компанії.Чим ти будеш займатися?Обробка лідів, продзвон по новим клієнтам і follow ups;Проведення переговорів з клієнтами, презентація послуг та комерційної пропозиції;Розрахунок вартості авто: ціна лота, аукціонні збори; логістика, страховка, послуги брокера і експедитора і т.д;Консультація клієнта на всіх етапах покупки і доставки автомобіля;Підписання договорів з клієнтами;Участь у виставках, форумах;Торги на аукціонах, робота з автодилерами;Моніторинг ринку, конкуренції;Виконання поставлених завдань керівником.Навички, які тобі допоможуть якісно виконувати твою роботу:знання основ продажів;знання технічних характеристик авто;ЯКЩО ТИ КРУТИЙ ТА ВПЕВНЕНИЙ КОМУНІКАТОР — всім іншим навичкам МИ МОЖЕМО НАВЧИТИ!В якому програмному забезпеченні ми працюємо і які інструменти використовуємо:Microsoft OfficeBitrix 24Google DocsЩо ми можемо запропонувати?роботу в драйвовій та креативній команді під керівництвом мега професійних керівників;можливість заробляти вище за ринок;сучасну потужну техніку Iphone, Mac і всі необхідні ресурси;робочий простір в комфортабельному офісі в центрі міста;участь з командою в класних корпоративах та заходах;постійне безперервне навчання з першого дня;наша компанія завжди в ТОПі реклами і є лідером на ринку в своїй ніші;кар'єру: наші керівники починали роботу в Columb Trade з посади менеджерів з продажу. Найпрацьовитіші швидко просунулися по кар'єрних сходах і очолили відділи продажів;турботу і підтримку з боку компанії; турботу про твоє здоров’я;звичайно ж, ти купиш машину своєї мрії.Якщо тобі цікаво? GO to US! Працювати будеш в офігенному офісі, з класним продуктом і амбітними проектами. Посилання на соціальні мережі Instagram, FB, вітаються. Чекаємо ваших резюме! https://www.instagram.com/columb_auto_trade/?hl=ru ",/jobs/4580939/,4580939,27 000 – 50 000 грн,Менеджер з продажу авто із Європи
